ID_HORARIO_MATRICULADO,FECHA_MATRICULA,ID_USUARIO,ID_CURSO,ID_HORARIO,ID_ESTADO
816,18/12/2025,388,966,803,1
817,29/05/2025,579,167,290,2
818,28/02/2025,167,816,94,1
819,28/06/2025,392,49,674,1
820,13/12/2025,319,294,914,1
821,05/09/2025,883,743,850,1
822,10/04/2025,805,341,711,1
823,07/07/2025,341,199,745,2
824,26/04/2025,495,367,384,1
825,02/08/2025,819,438,816,1
826,04/05/2025,339,758,716,1
827,10/10/2025,308,527,824,1
828,21/07/2025,437,270,962,1
829,31/05/2025,889,312,583,1
830,23/04/2025,543,844,949,2
831,28/07/2025,73,113,1000,1
832,03/06/2025,362,413,182,1
833,26/06/2025,966,31,459,2
834,26/11/2025,857,447,392,2
835,25/10/2025,564,726,485,1
836,13/01/2025,124,610,839,2
837,05/01/2025,116,868,786,2
838,02/12/2025,787,255,115,1
839,07/03/2025,477,818,109,1
840,03/01/2025,492,613,601,1
841,01/04/2025,492,254,109,2
842,04/06/2025,452,404,207,1
843,01/11/2025,705,59,599,2
844,30/11/2025,692,754,336,1
845,12/08/2025,129,423,953,1
846,14/09/2025,698,288,205,1
847,23/01/2025,817,522,934,1
848,06/07/2025,4,398,713,2
849,19/01/2025,183,711,59,2
850,17/09/2025,837,608,859,1
851,24/02/2025,133,585,984,2
852,02/09/2025,767,932,279,1
853,01/03/2025,390,114,958,2
854,07/10/2025,440,607,61,2
855,17/07/2025,623,399,64,1
856,14/07/2025,415,511,37,1
857,22/10/2025,400,115,22,2
858,07/01/2025,8,485,147,2
859,17/09/2025,835,415,969,2
860,28/11/2025,9,390,473,1
861,20/11/2025,408,132,382,2
862,13/07/2025,534,883,611,2
863,01/01/2025,84,367,293,1
864,08/05/2025,173,188,349,2
865,21/09/2025,493,517,119,1
866,09/03/2025,461,380,82,2
867,29/11/2025,256,897,504,1
868,13/03/2025,699,405,789,2
869,20/02/2025,665,508,105,1
870,27/10/2025,657,997,280,2
871,25/09/2025,578,255,491,2
872,27/07/2025,199,791,72,1
873,23/07/2025,763,893,839,2
874,11/02/2025,4,340,91,1
875,22/06/2025,132,387,441,2
876,12/12/2025,730,181,340,1
877,03/10/2025,247,919,173,2
878,05/11/2025,624,104,109,1
879,04/11/2025,652,717,103,2
880,24/12/2025,254,772,873,1
881,27/09/2025,732,87,121,1
882,27/10/2025,263,488,956,2
883,23/07/2025,253,932,552,1
884,16/05/2025,364,127,3,2
885,05/02/2025,930,349,666,1
886,24/08/2025,771,822,450,1
887,07/09/2025,403,84,73,2
888,23/12/2025,408,251,850,1
889,10/08/2025,527,645,738,2
890,02/11/2025,746,231,865,1
891,06/11/2025,878,588,710,1
892,16/12/2025,543,106,680,2
893,07/07/2025,549,275,957,1
894,03/03/2025,40,24,856,1
895,09/10/2025,121,584,880,1
896,12/07/2025,637,524,252,1
897,05/04/2025,511,731,801,2
898,21/01/2025,730,335,563,2
899,14/08/2025,507,817,33,1
900,23/06/2025,838,770,613,2
901,11/01/2025,83,577,377,1
902,21/08/2025,775,487,841,1
903,27/05/2025,740,949,696,1
904,24/10/2025,266,309,817,2
905,09/09/2025,350,496,601,2
906,02/05/2025,710,879,855,2
907,19/02/2025,249,843,9,2
908,23/08/2025,455,167,523,2
909,27/03/2025,695,597,794,2
910,01/02/2025,876,778,672,1
911,21/01/2025,393,703,674,2
912,22/04/2025,199,278,856,2
913,05/09/2025,843,20,905,2
914,05/12/2025,153,299,328,1
915,10/10/2025,739,468,514,1
916,05/06/2025,296,641,605,1
917,09/08/2025,87,913,63,1
918,14/12/2025,970,638,272,2
919,07/08/2025,433,974,219,1
920,22/06/2025,977,3,546,1
921,07/07/2025,662,665,540,2
922,16/07/2025,399,147,759,1
923,01/02/2025,416,907,891,2
924,15/12/2025,267,683,719,1
925,15/05/2025,971,775,977,1
926,25/03/2025,964,524,713,1
927,28/02/2025,72,997,495,1
928,18/11/2025,51,137,612,1
929,13/05/2025,660,988,160,2
930,10/10/2025,922,212,304,1
931,01/10/2025,849,715,419,2
932,07/06/2025,174,959,52,1
933,11/11/2025,815,666,710,1
934,21/04/2025,465,606,574,1
935,24/02/2025,106,720,100,2
936,07/03/2025,924,368,357,2
937,03/08/2025,996,431,128,1
938,24/12/2025,989,92,622,2
939,26/12/2025,477,664,524,1
940,16/01/2025,342,550,564,2
941,28/09/2025,483,32,828,2
942,29/05/2025,981,876,17,1
943,28/02/2025,845,654,59,2
944,09/12/2025,516,622,401,2
945,06/02/2025,626,743,816,1
946,19/04/2025,455,851,249,2
947,09/04/2025,1,913,253,2
948,01/05/2025,151,657,168,2
949,09/10/2025,292,100,987,1
950,27/11/2025,629,659,679,2
951,18/09/2025,532,958,394,2
952,02/12/2025,386,621,821,1
953,18/01/2025,389,939,130,2
954,09/12/2025,983,649,88,1
955,15/07/2025,651,709,406,2
956,30/06/2025,743,327,287,2
957,07/11/2025,555,284,786,2
958,24/07/2025,533,841,396,1
959,05/08/2025,592,337,338,1
960,23/06/2025,941,658,989,2
961,12/12/2025,512,812,151,2
962,02/03/2025,472,154,509,2
963,06/09/2025,746,502,997,2
964,29/12/2025,456,457,16,2
965,12/09/2025,443,31,889,2
966,21/01/2025,823,964,596,1
967,04/06/2025,692,662,440,2
968,12/09/2025,27,393,25,1
969,23/04/2025,903,258,842,1
970,08/04/2025,971,84,630,1
971,03/08/2025,703,675,811,2
972,01/03/2025,142,577,364,1
973,09/09/2025,763,711,777,2
974,28/05/2025,554,183,190,2
975,24/12/2025,815,953,990,1
976,06/08/2025,956,855,366,1
977,29/07/2025,834,983,94,2
978,28/05/2025,916,912,266,1
979,07/04/2025,801,574,988,1
980,13/11/2025,584,284,469,2
981,26/04/2025,169,464,77,1
982,23/06/2025,330,156,487,2
983,03/01/2025,288,95,321,1
984,19/09/2025,325,373,663,1
985,30/07/2025,88,997,82,1
986,01/10/2025,259,572,868,2
987,11/12/2025,936,620,560,2
988,25/09/2025,181,808,700,2
989,29/10/2025,771,408,414,2
990,08/07/2025,284,631,995,2
991,27/08/2025,981,787,209,2
992,28/11/2025,405,322,602,1
993,13/09/2025,503,336,764,2
994,19/08/2025,345,600,244,2
995,11/08/2025,332,635,985,2
996,13/08/2025,152,355,830,2
997,25/11/2025,328,97,94,2
998,08/11/2025,717,102,520,2
999,29/10/2025,27,635,806,1
1000,27/12/2025,652,438,983,2
