ID_CURSO,NOMBRE,CREDITOS,CUPOS,ID_ESTADO
875,Literature and Society,4,19,2
876,Literature and Society,4,18,1
877,Chemistry Lab,4,14,1
878,Statistics for Business,4,27,1
879,Environmental Studies,2,32,1
880,Statistics for Business,4,18,1
881,History of Art,4,27,1
882,Chemistry Lab,4,34,2
883,Philosophy of Ethics,2,35,2
884,Statistics for Business,4,23,2
885,Music Theory,3,27,1
886,Environmental Studies,3,21,1
887,Environmental Studies,2,22,1
888,Music Theory,4,20,1
889,Statistics for Business,4,27,2
890,Public Speaking,4,22,2
891,Statistics for Business,3,17,1
892,Chemistry Lab,3,20,2
893,Philosophy of Ethics,3,15,1
894,Public Speaking,3,15,1
895,Statistics for Business,4,33,1
896,Introduction to Psychology,2,27,1
897,Literature and Society,3,28,1
898,Statistics for Business,4,29,2
899,Statistics for Business,4,33,1
900,History of Art,4,25,1
901,Chemistry Lab,3,30,2
902,Chemistry Lab,3,27,1
903,Literature and Society,4,23,2
904,Public Speaking,3,24,2
905,Philosophy of Ethics,4,23,2
906,Chemistry Lab,2,23,2
907,Public Speaking,3,34,2
908,Literature and Society,4,22,1
909,Public Speaking,3,23,1
910,Literature and Society,2,23,1
911,History of Art,3,33,1
912,Philosophy of Ethics,4,19,1
913,History of Art,4,32,2
914,Statistics for Business,4,26,2
915,Environmental Studies,4,21,2
916,Music Theory,2,21,1
917,Computer Science 101,2,14,2
918,Literature and Society,4,26,1
919,Environmental Studies,3,26,2
920,Statistics for Business,4,17,2
921,Computer Science 101,2,23,1
922,Literature and Society,3,33,2
923,Statistics for Business,4,32,1
924,Chemistry Lab,4,35,2
925,Environmental Studies,3,35,2
926,Computer Science 101,4,15,1
927,Statistics for Business,3,21,1
928,Statistics for Business,2,21,2
929,Philosophy of Ethics,2,29,2
930,Statistics for Business,2,22,1
931,Public Speaking,2,24,1
932,Literature and Society,3,31,2
933,Chemistry Lab,2,21,1
934,Environmental Studies,3,26,1
935,Music Theory,2,22,2
936,Philosophy of Ethics,3,29,1
937,Music Theory,3,30,2
938,Computer Science 101,4,28,2
939,Computer Science 101,3,26,1
940,Environmental Studies,2,29,1
941,Philosophy of Ethics,3,15,1
942,Introduction to Psychology,4,26,2
943,Computer Science 101,4,18,2
944,History of Art,2,32,1
945,History of Art,3,19,2
946,Introduction to Psychology,2,35,2
947,Statistics for Business,4,31,1
948,Philosophy of Ethics,4,14,2
949,Computer Science 101,4,25,2
950,Computer Science 101,2,15,2
951,Chemistry Lab,2,28,1
952,Computer Science 101,4,19,2
953,Environmental Studies,3,21,2
954,Statistics for Business,2,31,2
955,Philosophy of Ethics,3,35,1
956,Philosophy of Ethics,4,29,2
957,Statistics for Business,3,21,1
958,Introduction to Psychology,3,18,1
959,Music Theory,4,16,1
960,Public Speaking,4,21,2
961,Computer Science 101,2,33,2
962,Music Theory,4,33,2
963,Statistics for Business,3,19,1
964,Literature and Society,4,32,1
965,Computer Science 101,2,26,2
966,Public Speaking,3,15,2
967,Chemistry Lab,2,34,1
968,Public Speaking,2,27,1
969,Introduction to Psychology,2,29,2
970,Introduction to Psychology,2,22,1
971,History of Art,2,23,1
972,History of Art,4,16,1
973,Environmental Studies,3,34,1
974,Introduction to Psychology,3,16,2
975,Chemistry Lab,4,24,1
976,Chemistry Lab,4,30,2
977,Philosophy of Ethics,3,20,2
978,Philosophy of Ethics,2,35,1
979,Computer Science 101,2,15,2
980,Literature and Society,4,28,1
981,Computer Science 101,3,30,1
982,Chemistry Lab,2,32,1
983,Environmental Studies,2,28,1
984,Chemistry Lab,3,21,1
985,Chemistry Lab,4,15,2
986,Computer Science 101,4,27,2
987,Public Speaking,3,30,2
988,Music Theory,2,22,1
989,Statistics for Business,3,21,1
990,Literature and Society,4,14,2
991,Literature and Society,2,20,2
992,Environmental Studies,2,25,2
993,Computer Science 101,3,18,2
994,Statistics for Business,2,16,1
995,Literature and Society,4,32,1
996,Philosophy of Ethics,3,33,2
997,Public Speaking,3,31,1
998,Computer Science 101,3,20,2
999,Philosophy of Ethics,4,22,1
1000,Computer Science 101,2,16,2
