ID_DIRECCION,CALLE,NUMERO_CASA,OTRAS_SENAS,ID_PAIS,ID_PROVINCIA,ID_CANTON,ID_DISTRITO,ID_ESTADO
593,Porter,3,Alley,1,4,39,177,2
594,Messerschmidt,637,Pass,1,2,38,104,1
595,Hovde,77040,Avenue,1,4,53,39,2
596,Mayfield,490,Way,1,5,58,365,2
597,Bobwhite,802,Way,1,6,74,416,1
598,Pleasure,85936,Court,1,7,61,25,1
599,Northfield,12522,Crossing,1,2,47,342,1
600,Park Meadow,444,Plaza,1,7,24,26,2
601,Lindbergh,93034,Terrace,1,3,56,187,1
602,Anderson,451,Hill,1,2,6,223,2
603,Myrtle,05,Pass,1,5,74,63,1
604,Westerfield,8863,Crossing,1,7,36,460,1
605,Grover,620,Park,1,4,71,58,2
606,Maryland,366,Avenue,1,4,15,382,1
607,Rieder,5998,Point,1,1,18,45,1
608,Twin Pines,66,Court,1,4,19,412,1
609,Lakewood Gardens,3918,Point,1,2,15,199,1
610,Thackeray,69332,Alley,1,6,24,424,1
611,Hoepker,7372,Hill,1,5,34,274,2
612,Fulton,044,Street,1,1,79,274,2
613,Briar Crest,2,Court,1,6,25,452,2
614,Mayer,4,Hill,1,4,36,72,1
615,Gulseth,3863,Terrace,1,7,48,390,2
616,Crownhardt,42,Junction,1,6,57,12,1
617,Coleman,55,Alley,1,7,60,308,1
618,Lunder,293,Parkway,1,7,46,70,1
619,Lillian,319,Center,1,5,9,177,1
620,Eliot,8,Avenue,1,6,8,275,2
621,Lerdahl,97776,Drive,1,7,59,378,1
622,Shopko,264,Plaza,1,2,19,308,1
623,Mendota,61523,Drive,1,6,58,120,1
624,Buhler,6170,Center,1,2,29,206,2
625,Rusk,03028,Crossing,1,2,61,466,1
626,Springview,76,Drive,1,7,77,22,2
627,Leroy,16082,Pass,1,5,77,432,1
628,Melby,19,Trail,1,1,84,30,2
629,Tony,288,Parkway,1,1,22,10,1
630,Sundown,648,Court,1,7,55,477,1
631,Reindahl,769,Point,1,1,41,306,1
632,Stuart,9061,Crossing,1,4,59,362,1
633,Hagan,42,Lane,1,5,30,84,1
634,Clyde Gallagher,3,Avenue,1,1,7,316,2
635,Moulton,0,Hill,1,1,10,330,1
636,Summer Ridge,85,Way,1,4,41,316,1
637,Daystar,55771,Circle,1,2,28,130,2
638,Norway Maple,522,Parkway,1,7,83,234,1
639,Packers,72778,Road,1,1,74,372,2
640,Marquette,5,Place,1,4,31,244,1
641,High Crossing,90303,Crossing,1,2,43,444,2
642,Drewry,6,Circle,1,5,14,401,1
643,Farmco,8272,Crossing,1,5,47,143,1
644,Superior,448,Circle,1,7,39,139,1
645,Riverside,915,Parkway,1,1,53,319,1
646,Clyde Gallagher,0,Terrace,1,2,55,423,2
647,Del Mar,3414,Junction,1,1,77,366,1
648,Ruskin,2,Parkway,1,4,35,437,2
649,Birchwood,43571,Junction,1,7,3,343,1
650,Maple Wood,1,Pass,1,6,82,347,2
651,Parkside,1,Place,1,5,64,17,2
652,Hazelcrest,5,Plaza,1,3,75,138,1
653,Dunning,42,Parkway,1,5,53,363,1
654,Northview,16,Way,1,2,15,395,1
655,Farwell,52,Circle,1,7,6,280,1
656,David,72125,Road,1,1,27,79,2
657,Warbler,118,Place,1,1,1,239,1
658,Anhalt,0,Lane,1,1,74,3,2
659,Milwaukee,68761,Avenue,1,2,50,240,1
660,Main,950,Park,1,5,25,41,2
661,Golf,129,Way,1,7,25,173,2
662,Anderson,865,Street,1,2,45,35,1
663,Surrey,6830,Point,1,7,66,424,2
664,Brickson Park,2575,Trail,1,4,53,394,1
665,Russell,09331,Lane,1,7,36,162,1
666,Larry,05368,Avenue,1,1,28,265,1
667,Fulton,68691,Lane,1,3,73,136,1
668,Northland,8,Point,1,1,5,251,2
669,Chive,85,Hill,1,7,11,34,1
670,American Ash,294,Way,1,2,27,363,2
671,Fulton,67,Way,1,2,16,340,2
672,Fieldstone,2814,Park,1,1,45,380,1
673,Old Gate,83,Road,1,4,56,483,2
674,Butterfield,73,Center,1,6,27,360,1
675,Bluestem,5,Court,1,1,52,224,1
676,Donald,31250,Junction,1,1,43,370,2
677,Warrior,8,Way,1,6,14,263,2
678,Waywood,9,Park,1,6,9,124,2
679,Graceland,81,Crossing,1,5,23,445,1
680,Holmberg,306,Court,1,6,79,374,1
681,Maple,270,Crossing,1,5,58,199,2
682,School,1,Circle,1,2,66,453,2
683,Starling,5742,Alley,1,4,49,292,2
684,Upham,47,Drive,1,3,61,8,2
685,Utah,026,Center,1,4,8,282,1
686,Memorial,9517,Point,1,5,34,399,1
687,Sage,395,Crossing,1,1,65,328,1
688,Stang,860,Avenue,1,2,23,25,1
689,Mosinee,81133,Street,1,4,35,112,1
690,Mariners Cove,4744,Parkway,1,6,13,26,1
691,Rutledge,2,Crossing,1,2,74,382,2
692,Clove,41567,Court,1,6,2,381,1
693,Morning,582,Pass,1,5,15,320,2
694,Nevada,2055,Crossing,1,6,58,318,1
695,Kingsford,67734,Plaza,1,1,5,134,2
696,Debs,7,Pass,1,3,68,484,1
697,Birchwood,88,Court,1,2,15,171,2
698,Nova,18157,Place,1,4,26,110,1
699,North,7587,Drive,1,2,55,433,2
700,Canary,36890,Parkway,1,4,51,393,2
701,Cottonwood,52,Lane,1,6,66,219,2
702,Haas,1,Terrace,1,5,54,300,1
703,Shasta,9348,Junction,1,3,48,171,2
704,Garrison,03497,Park,1,1,17,341,1
705,Thackeray,5,Hill,1,5,71,407,1
706,Russell,14765,Parkway,1,6,57,128,2
707,Katie,9606,Park,1,4,44,172,2
708,Granby,013,Terrace,1,3,56,362,2
709,Vera,1385,Park,1,3,68,474,1
710,Heath,993,Hill,1,3,52,135,2
711,Oneill,945,Point,1,1,19,96,1
712,Trailsway,23019,Avenue,1,5,80,446,1
713,Morrow,1897,Way,1,4,60,369,1
714,1st,0,Way,1,6,30,26,2
715,Glendale,090,Plaza,1,6,77,133,1
716,Northridge,10,Hill,1,1,8,210,2
717,Loftsgordon,19,Point,1,5,53,36,1
718,Aberg,0,Place,1,4,23,23,2
719,Crownhardt,50,Junction,1,6,37,11,1
720,Chive,943,Way,1,3,4,350,1
721,Welch,6,Court,1,1,2,156,1
722,Valley Edge,395,Parkway,1,6,29,318,1
723,Eagan,0,Drive,1,2,9,99,2
724,Delaware,2,Avenue,1,1,21,215,1
725,Mifflin,0,Park,1,7,75,61,1
726,Hallows,63344,Crossing,1,3,70,41,1
727,Welch,69690,Terrace,1,2,11,215,1
728,Brentwood,2,Point,1,3,31,57,1
729,7th,76214,Road,1,1,21,73,2
730,Macpherson,9620,Center,1,4,29,371,1
731,Anniversary,6859,Parkway,1,2,27,192,1
732,Forest Dale,01,Pass,1,6,21,342,1
733,Messerschmidt,3,Crossing,1,1,18,380,2
734,Lyons,8,Junction,1,3,60,377,1
735,Delladonna,4,Avenue,1,5,17,456,2
736,Westerfield,0,Hill,1,7,53,325,2
737,Kropf,23996,Circle,1,6,11,456,1
738,Farmco,0112,Street,1,1,32,237,1
739,Anderson,7249,Drive,1,5,66,213,2
740,Myrtle,9911,Road,1,3,17,249,1
741,Jay,468,Court,1,5,36,101,2
742,Elka,5,Place,1,3,62,7,2
743,Fairfield,2696,Plaza,1,1,69,136,1
744,6th,44,Hill,1,6,38,430,2
745,Kings,9,Park,1,1,74,23,2
746,Ilene,793,Point,1,3,9,473,2
747,Londonderry,5,Trail,1,7,3,414,1
748,Schlimgen,2,Way,1,3,72,207,1
749,Cherokee,23,Junction,1,5,28,48,1
750,Spaight,14188,Point,1,3,16,257,1
751,Iowa,79,Junction,1,6,77,45,1
752,Weeping Birch,32565,Hill,1,7,36,334,1
753,Melby,128,Point,1,2,49,137,2
754,Garrison,837,Avenue,1,2,78,483,2
755,Prairieview,05249,Alley,1,2,71,114,1
756,Kinsman,240,Trail,1,1,61,308,2
757,Brown,9,Drive,1,6,32,43,1
758,Pawling,77,Way,1,2,47,420,1
759,Melby,2133,Pass,1,3,63,430,1
760,Arrowood,44,Road,1,3,13,385,2
761,Golf View,19,Parkway,1,2,23,253,1
762,Manufacturers,57570,Lane,1,7,35,338,1
763,Fair Oaks,97,Way,1,3,57,379,1
764,Mitchell,3,Pass,1,1,69,186,2
765,Spaight,6,Road,1,1,28,122,2
766,Eagle Crest,34106,Alley,1,1,35,74,2
767,Westend,27,Terrace,1,5,7,7,2
768,Nova,267,Street,1,3,71,211,2
769,Golden Leaf,83,Plaza,1,2,43,7,2
770,Bowman,15,Avenue,1,4,70,468,1
771,Talmadge,14222,Street,1,3,17,394,2
772,Cardinal,54,Parkway,1,2,33,204,1
773,Fuller,56890,Plaza,1,6,79,353,2
774,Marquette,8,Place,1,1,63,172,2
775,Monument,637,Hill,1,5,71,251,2
776,Raven,824,Pass,1,5,17,229,2
777,Hoard,5432,Hill,1,6,73,355,1
778,Delaware,7516,Terrace,1,1,31,439,2
779,Buell,9190,Pass,1,1,84,158,1
780,Lakewood Gardens,2,Hill,1,7,23,307,1
781,Bluejay,013,Junction,1,6,11,49,1
782,Crowley,5,Parkway,1,7,69,432,1
783,Pierstorff,1526,Point,1,4,35,325,1
784,Pond,045,Terrace,1,3,26,10,2
785,Vahlen,77694,Street,1,6,7,179,1
786,Southridge,66938,Center,1,6,9,114,2
787,Russell,40,Terrace,1,7,2,425,1
788,Cherokee,8790,Point,1,7,82,120,2
789,Dryden,88,Hill,1,6,61,482,1
790,Esch,55,Crossing,1,4,41,192,2
791,Raven,82,Point,1,6,37,462,1
792,Hanover,95148,Place,1,4,44,279,2
793,Carioca,9133,Avenue,1,3,67,162,1
794,Bay,92,Hill,1,1,9,354,1
795,Mayfield,10,Street,1,3,30,83,2
796,Schiller,89657,Avenue,1,4,44,177,1
797,Marquette,16966,Pass,1,6,61,9,1
798,Vera,6954,Way,1,1,32,332,1
799,Bultman,010,Court,1,6,47,259,2
800,Fuller,623,Terrace,1,7,77,92,2
801,Manufacturers,159,Way,1,3,38,4,2
802,Thierer,5981,Court,1,2,29,291,2
803,Commercial,948,Road,1,7,41,32,1
804,Truax,6063,Junction,1,7,82,153,1
805,Petterle,904,Avenue,1,1,8,426,1
806,Fulton,11,Park,1,5,1,130,2
807,Stoughton,1180,Terrace,1,7,40,263,1
808,Trailsway,69430,Terrace,1,7,33,371,1
809,Merchant,00,Terrace,1,5,23,85,1
810,Tennessee,227,Hill,1,5,49,134,1
811,Sunbrook,490,Hill,1,4,24,208,2
812,Ruskin,7321,Avenue,1,3,83,174,1
813,Orin,6,Road,1,2,63,234,2
814,Mccormick,19850,Circle,1,4,59,333,2
815,8th,0399,Terrace,1,1,79,285,2
816,Prairie Rose,0513,Pass,1,7,47,43,1
817,Vernon,3,Plaza,1,5,64,362,1
818,David,333,Court,1,2,83,280,2
819,Kedzie,15119,Center,1,5,1,473,1
820,Sherman,71,Alley,1,2,27,426,2
821,Michigan,944,Street,1,4,45,26,1
822,Butterfield,60013,Road,1,5,15,208,1
823,Golden Leaf,31,Trail,1,4,18,354,2
824,Haas,11,Circle,1,4,41,460,1
825,Colorado,52982,Terrace,1,6,1,345,2
826,Bartelt,537,Pass,1,7,47,189,2
827,Crescent Oaks,28,Junction,1,3,36,245,2
828,Drewry,67,Drive,1,5,9,298,1
829,Carioca,6942,Junction,1,5,53,92,1
830,Arapahoe,094,Parkway,1,4,51,341,2
831,Parkside,54,Drive,1,4,2,322,2
832,Dunning,19627,Junction,1,3,47,239,2
833,Hagan,123,Park,1,7,27,190,1
834,Birchwood,413,Street,1,3,43,398,1
835,Eagan,6149,Road,1,4,32,277,2
836,Dottie,37,Street,1,3,1,63,2
837,Oak,224,Trail,1,4,80,327,1
838,Carpenter,9,Road,1,7,22,14,2
839,Lakewood,66,Way,1,2,54,159,2
840,Porter,73019,Plaza,1,1,11,407,1
841,Mayfield,80,Circle,1,6,40,472,1
842,Reindahl,277,Lane,1,5,66,336,1
843,Claremont,6,Way,1,5,35,242,2
844,Sauthoff,69,Drive,1,4,28,323,2
845,Novick,0,Circle,1,1,13,51,2
846,Dawn,63,Junction,1,3,65,308,1
847,Pepper Wood,24293,Hill,1,7,14,265,2
848,Coolidge,9,Street,1,3,27,418,1
849,Bayside,559,Circle,1,5,13,141,1
850,Stoughton,7394,Crossing,1,2,59,337,1
851,Sunbrook,1,Junction,1,1,34,383,2
852,Paget,4,Terrace,1,5,24,241,2
853,Anthes,91560,Crossing,1,4,84,269,1
854,Carpenter,63483,Pass,1,7,15,395,2
855,Buena Vista,140,Lane,1,1,82,37,1
856,Hanover,52769,Crossing,1,5,19,27,1
857,Bowman,46,Alley,1,7,30,174,2
858,Dixon,48523,Parkway,1,1,11,132,2
859,Cottonwood,7,Hill,1,6,39,339,1
860,Mesta,6184,Way,1,3,46,299,1
861,Ridgeview,94974,Parkway,1,3,69,172,1
862,Prairieview,6,Junction,1,5,6,166,2
863,Oak,669,Street,1,1,16,181,2
864,Derek,91,Crossing,1,5,36,371,2
865,Summerview,048,Center,1,2,5,104,1
866,Grayhawk,010,Center,1,7,31,197,2
867,John Wall,2,Center,1,2,17,188,1
868,Ohio,7,Terrace,1,7,34,127,1
869,Vahlen,13,Hill,1,7,17,21,2
870,Hermina,8,Terrace,1,3,13,358,2
871,Stephen,031,Pass,1,7,21,108,1
872,Northview,06202,Crossing,1,2,37,90,1
873,Red Cloud,07013,Avenue,1,6,60,422,2
874,Cherokee,313,Way,1,4,32,300,1
875,Kipling,2,Way,1,5,22,170,2
876,Columbus,1430,Point,1,2,67,12,2
877,Carpenter,3169,Pass,1,6,58,253,2
878,Lerdahl,6,Court,1,1,1,244,2
879,Dawn,44,Lane,1,2,63,93,2
880,Steensland,77255,Way,1,6,72,453,1
881,Moulton,6129,Hill,1,1,62,396,1
882,Carey,498,Place,1,1,72,65,2
883,Lakewood,66,Drive,1,7,54,114,2
884,Gina,07256,Crossing,1,1,16,239,1
885,Forest Run,74,Circle,1,1,13,263,1
886,Caliangt,13,Way,1,5,55,110,2
887,Tony,10,Court,1,2,22,219,2
888,Esker,285,Parkway,1,3,33,124,2
889,Garrison,946,Way,1,6,68,239,1
890,Rusk,60,Pass,1,7,67,317,2
891,Fairfield,90091,Point,1,1,42,338,2
892,Orin,98459,Avenue,1,2,20,374,1
893,Carpenter,1,Pass,1,3,18,302,1
894,Oak,2,Drive,1,5,82,373,1
895,Northwestern,6144,Point,1,7,46,404,2
896,Swallow,4611,Drive,1,6,12,459,2
897,Schiller,9,Pass,1,6,14,459,2
898,Banding,9,Parkway,1,1,81,43,2
899,Northridge,3,Point,1,6,54,119,1
900,Sycamore,23150,Street,1,2,61,17,2
901,Park Meadow,35,Road,1,4,81,135,1
902,6th,358,Court,1,1,71,385,1
903,Delladonna,6725,Road,1,5,54,108,2
904,Mosinee,2973,Court,1,2,10,4,1
905,Arapahoe,701,Court,1,6,61,167,1
906,Grim,1,Avenue,1,5,7,361,1
907,Ohio,73464,Place,1,3,55,277,1
908,Pond,802,Way,1,2,31,226,1
909,Scofield,2,Crossing,1,4,44,360,1
910,Hoffman,1,Street,1,7,66,332,2
911,Brown,67493,Place,1,6,31,328,2
912,Melody,9884,Place,1,1,77,104,2
913,Washington,8563,Crossing,1,1,7,260,1
914,Esch,78961,Terrace,1,4,43,324,2
915,Stephen,5,Court,1,2,24,358,1
916,Hovde,93843,Street,1,3,42,305,1
917,Utah,58441,Point,1,6,44,18,2
918,Claremont,041,Place,1,1,74,303,2
919,Hoard,407,Circle,1,3,62,335,1
920,Dwight,9086,Drive,1,7,67,171,1
921,Golf Course,726,Junction,1,5,47,396,2
922,Rusk,2,Hill,1,3,47,259,1
923,Morrow,63,Lane,1,1,78,125,2
924,North,2,Way,1,5,7,244,2
925,Riverside,121,Place,1,6,42,30,2
926,Sutteridge,62,Road,1,2,69,223,1
927,Maryland,645,Point,1,3,21,4,2
928,Spenser,183,Road,1,6,6,330,1
929,Cherokee,988,Place,1,3,17,27,1
930,Bonner,84443,Circle,1,6,82,88,2
931,Carpenter,38,Plaza,1,1,22,395,1
932,Sutteridge,3,Avenue,1,5,37,122,1
933,Logan,2,Crossing,1,1,42,261,2
934,Colorado,010,Point,1,4,77,257,1
935,Hanover,7,Alley,1,7,5,96,2
936,Calypso,3,Lane,1,3,16,393,2
937,Grim,6,Hill,1,5,67,132,1
938,Buhler,2437,Pass,1,3,16,147,1
939,Alpine,9,Parkway,1,4,12,247,2
940,Jenifer,9023,Park,1,5,34,357,2
941,Novick,74193,Point,1,5,11,436,2
942,Novick,70340,Way,1,3,70,215,1
943,Clarendon,1770,Park,1,2,53,13,2
944,Briar Crest,43,Center,1,2,16,416,2
945,Ramsey,7583,Hill,1,6,35,198,1
946,Arkansas,95,Court,1,4,6,310,2
947,Bultman,06748,Crossing,1,7,4,317,2
948,Farragut,6,Junction,1,5,12,429,1
949,Golf View,72007,Road,1,4,12,239,2
950,International,37,Circle,1,6,56,16,2
951,Sherman,25,Trail,1,1,28,121,2
952,Magdeline,91566,Drive,1,2,58,368,2
953,Lotheville,7385,Pass,1,4,75,318,2
954,Sutteridge,527,Pass,1,5,67,125,2
955,Delaware,676,Plaza,1,1,71,84,2
956,Sheridan,91161,Trail,1,7,81,257,1
957,Erie,5,Street,1,1,50,67,1
958,Northwestern,17515,Court,1,1,58,374,1
959,Gateway,65,Hill,1,5,13,127,1
960,Hermina,366,Parkway,1,4,9,46,1
961,Leroy,49083,Way,1,5,60,458,1
962,Emmet,9,Drive,1,4,33,456,2
963,Florence,37,Circle,1,5,70,313,2
964,Monica,5,Place,1,6,52,182,2
965,Almo,6,Court,1,4,36,172,1
966,American,8096,Hill,1,5,13,247,1
967,Dorton,4595,Way,1,2,37,347,1
968,Autumn Leaf,722,Trail,1,7,32,310,1
969,Thompson,581,Plaza,1,3,65,194,2
970,Wayridge,3,Lane,1,1,67,469,1
971,Lakewood,4,Point,1,6,1,316,2
972,Bunting,8182,Parkway,1,1,30,136,2
973,Del Sol,930,Center,1,1,49,213,2
974,Oak Valley,920,Way,1,1,43,403,1
975,Iowa,5587,Hill,1,5,16,367,1
976,Elmside,80,Crossing,1,4,61,281,2
977,Butterfield,2,Pass,1,2,67,101,2
978,Ronald Regan,6542,Alley,1,2,27,414,2
979,Kings,064,Park,1,6,75,3,2
980,Autumn Leaf,13,Pass,1,1,63,392,1
981,Surrey,489,Junction,1,4,42,157,2
982,Graedel,275,Terrace,1,6,34,331,1
983,Village,1,Park,1,6,68,114,1
984,Hanson,6,Center,1,3,15,74,2
985,Laurel,23,Drive,1,3,60,304,1
986,Oxford,93844,Drive,1,6,3,412,2
987,Manufacturers,6699,Hill,1,2,32,306,2
988,Farmco,59432,Trail,1,6,65,436,1
989,Mandrake,490,Park,1,5,25,221,2
990,Westridge,9,Crossing,1,3,19,278,1
991,Fairview,236,Pass,1,4,73,235,2
992,Homewood,0141,Alley,1,3,65,461,2
993,Waywood,46579,Pass,1,2,56,472,2
994,Almo,0802,Avenue,1,6,15,361,1
995,Lunder,812,Way,1,2,27,166,1
996,Cherokee,08,Parkway,1,6,44,236,2
997,Kim,5088,Street,1,2,68,482,2
998,Union,629,Court,1,4,23,262,1
999,Tomscot,79,Alley,1,6,8,316,2
1000,Larry,65957,Plaza,1,1,4,385,1
