ID_AULA,NOMBRE_AULA,CAPACIDAD,ID_ESTADO
866,Anastomus oscitans,36,1
867,Larus fuliginosus,23,2
868,Corvus brachyrhynchos,40,1
869,Iguana iguana,39,1
870,Alopex lagopus,27,2
871,Actophilornis africanus,24,1
872,Vanessa indica,26,1
873,Gopherus agassizii,34,2
874,Naja nivea,35,1
875,Terathopius ecaudatus,17,2
876,Aonyx capensis,33,2
877,Odocoilenaus virginianus,22,2
878,Otaria flavescens,38,2
879,Manouria emys,40,2
880,Eremophila alpestris,30,1
881,Corvus brachyrhynchos,27,1
882,Estrilda erythronotos,27,1
883,Castor fiber,32,1
884,Zalophus californicus,31,1
885,Perameles nasuta,30,1
886,Bettongia penicillata,36,1
887,unavailable,23,2
888,Cercopithecus aethiops,31,1
889,Capreolus capreolus,28,2
890,Paraxerus cepapi,23,2
891,Lama glama,31,2
892,Francolinus leucoscepus,31,2
893,Fregata magnificans,32,2
894,Chordeiles minor,37,1
895,Macropus parryi,25,2
896,Zosterops pallidus,27,2
897,Vanellus armatus,33,2
898,Uraeginthus granatina,20,1
899,Cabassous sp.,30,2
900,Thylogale stigmatica,33,1
901,Gopherus agassizii,34,2
902,Thylogale stigmatica,17,1
903,Oxybelis fulgidus,37,2
904,Loxodonta africana,34,2
905,Chloephaga melanoptera,37,2
906,Dasypus novemcinctus,16,2
907,Larus dominicanus,40,2
908,unavailable,21,1
909,Amblyrhynchus cristatus,36,1
910,Bos taurus,21,2
911,Giraffe camelopardalis,16,2
912,Phalacrocorax niger,38,2
913,Laniarius ferrugineus,19,2
914,Axis axis,37,2
915,Antilope cervicapra,16,2
916,Phoca vitulina,37,1
917,Ctenophorus ornatus,40,1
918,Neophron percnopterus,20,1
919,Panthera pardus,17,1
920,Ceratotherium simum,35,2
921,Raphicerus campestris,27,2
922,Aepyceros mylampus,35,1
923,Diceros bicornis,18,1
924,unavailable,35,1
925,Toxostoma curvirostre,39,2
926,Vulpes cinereoargenteus,29,2
927,Lamprotornis sp.,34,1
928,Rhea americana,37,2
929,Gopherus agassizii,15,1
930,Lophoaetus occipitalis,33,2
931,Bubo virginianus,17,2
932,Alcelaphus buselaphus caama,35,1
933,Sagittarius serpentarius,30,2
934,Colobus guerza,35,2
935,Dusicyon thous,36,1
936,Heloderma horridum,29,1
937,Haematopus ater,21,2
938,Dicrurus adsimilis,27,2
939,Myrmecobius fasciatus,18,2
940,Drymarchon corias couperi,27,2
941,Vombatus ursinus,18,2
942,Gyps bengalensis,19,1
943,Rhea americana,28,2
944,Lophoaetus occipitalis,19,1
945,Recurvirostra avosetta,22,1
946,Oreamnos americanus,18,1
947,Raphicerus campestris,39,1
948,unavailable,22,2
949,Dendrohyrax brucel,20,1
950,Seiurus aurocapillus,33,1
951,Choloepus hoffmani,24,1
952,Amblyrhynchus cristatus,15,2
953,Crotalus adamanteus,38,1
954,Casmerodius albus,35,1
955,Macropus agilis,15,2
956,Ursus americanus,23,1
957,Zosterops pallidus,23,2
958,Sylvicapra grimma,30,1
959,Colaptes campestroides,29,2
960,Ammospermophilus nelsoni,28,2
961,Pelecans onocratalus,33,1
962,Plegadis falcinellus,32,1
963,Chlamydosaurus kingii,23,1
964,Marmota caligata,22,2
965,Macropus rufogriseus,19,2
966,Connochaetus taurinus,35,1
967,Ninox superciliaris,29,1
968,Merops nubicus,30,2
969,Ciconia ciconia,40,1
970,Centrocercus urophasianus,16,1
971,Lama guanicoe,40,1
972,Alopex lagopus,33,2
973,Meles meles,34,1
974,Trichosurus vulpecula,27,2
975,Cacatua tenuirostris,32,2
976,Libellula quadrimaculata,30,2
977,Haematopus ater,33,1
978,Melursus ursinus,17,1
979,Cebus apella,39,2
980,Cervus canadensis,39,2
981,Anathana ellioti,28,2
982,Merops nubicus,21,1
983,Sula dactylatra,24,1
984,Sagittarius serpentarius,34,2
985,Odocoileus hemionus,21,2
986,Tyto novaehollandiae,17,2
987,Mirounga leonina,36,2
988,Pavo cristatus,31,2
989,Pteronura brasiliensis,35,2
990,Pituophis melanaleucus,39,2
991,unavailable,37,2
992,unavailable,24,1
993,Tamiasciurus hudsonicus,23,2
994,Dasyurus viverrinus,35,2
995,Capreolus capreolus,17,2
996,Phoca vitulina,39,1
997,Oryx gazella callotis,37,1
998,Macaca nemestrina,16,2
999,Ictonyx striatus,38,1
1000,Merops nubicus,33,2
