ID_HISTORIAL,ID_USUARIO,ID_CURSO,PERIODO,ANNO,OBSERVACIONES,CALIFICACION,ID_ESTADO
400,670,422,FIRST SEMESTER,2013,student needed extra help with the lesson,53,2
401,32,345,THIRD SEMESTER,2000,student participated actively in discussion,63,1
402,241,766,FIRST SEMESTER,2018,student needed extra help with the lesson,13,2
403,527,135,SECOND SEMESTER,2017,student completed assignment on time,10,1
404,507,876,THIRD SEMESTER,2012,student asked insightful questions,42,1
405,99,400,SUMMER SEMESTER,2010,student demonstrated strong understanding of the material,13,1
406,581,956,WINTER SEMESTER,2005,student demonstrated strong understanding of the material,95,1
407,434,513,SECOND SEMESTER,2015,student participated actively in discussion,53,1
408,710,207,WINTER SEMESTER,2013,student was absent without notice,70,1
409,402,934,SUMMER SEMESTER,2018,student showed improvement in test scores,6,1
410,253,472,SUMMER SEMESTER,2013,student showed improvement in test scores,77,2
411,54,902,THIRD SEMESTER,2011,student asked insightful questions,81,2
412,665,223,FIRST SEMESTER,2020,student completed assignment on time,5,2
413,568,833,SUMMER SEMESTER,2015,student showed improvement in test scores,58,2
414,543,486,SUMMER SEMESTER,2013,student worked well in group projects,27,1
415,775,260,THIRD SEMESTER,2015,student showed improvement in test scores,70,2
416,271,530,SUMMER SEMESTER,2016,student exhibited disruptive behavior,55,2
417,775,940,FIRST SEMESTER,0,student worked well in group projects,45,1
418,813,683,SUMMER SEMESTER,2011,student demonstrated strong understanding of the material,16,2
419,570,114,THIRD SEMESTER,2013,student arrived late to class,85,2
420,974,515,FIRST SEMESTER,2016,student exhibited disruptive behavior,65,1
421,805,244,SUMMER SEMESTER,2003,student needed extra help with the lesson,47,1
422,348,9,SUMMER SEMESTER,2010,student showed improvement in test scores,95,1
423,544,392,WINTER SEMESTER,2017,student arrived late to class,71,1
424,494,39,THIRD SEMESTER,2017,student demonstrated strong understanding of the material,45,1
425,629,366,THIRD SEMESTER,2006,student asked insightful questions,94,2
426,889,205,SUMMER SEMESTER,0,student participated actively in discussion,12,2
427,334,42,THIRD SEMESTER,2016,student demonstrated strong understanding of the material,88,2
428,670,909,SUMMER SEMESTER,2020,student showed improvement in test scores,41,1
429,237,459,SECOND SEMESTER,2012,student showed improvement in test scores,60,1
430,935,94,THIRD SEMESTER,2013,student exhibited disruptive behavior,0,2
431,106,593,FIRST SEMESTER,2008,student worked well in group projects,92,2
432,619,795,SUMMER SEMESTER,2013,student demonstrated strong understanding of the material,38,1
433,550,895,SECOND SEMESTER,2015,student showed improvement in test scores,89,2
434,284,549,THIRD SEMESTER,2010,student worked well in group projects,78,2
435,925,812,SUMMER SEMESTER,2007,student needed extra help with the lesson,66,1
436,178,892,SUMMER SEMESTER,2018,student worked well in group projects,70,2
437,650,59,SUMMER SEMESTER,2006,student exhibited disruptive behavior,41,2
438,754,7,SECOND SEMESTER,0,student needed extra help with the lesson,53,1
439,620,130,SECOND SEMESTER,2004,student was absent without notice,76,1
440,169,810,THIRD SEMESTER,2007,student worked well in group projects,52,2
441,177,220,SECOND SEMESTER,2011,student arrived late to class,80,1
442,905,908,SUMMER SEMESTER,2020,student worked well in group projects,49,1
443,741,449,SECOND SEMESTER,2017,student was absent without notice,82,2
444,256,637,SECOND SEMESTER,2012,student asked insightful questions,73,1
445,749,265,SECOND SEMESTER,2016,student worked well in group projects,87,1
446,302,421,THIRD SEMESTER,2019,student was absent without notice,29,1
447,479,591,THIRD SEMESTER,2010,student needed extra help with the lesson,65,2
448,438,973,FIRST SEMESTER,2015,student showed improvement in test scores,23,2
449,108,832,FIRST SEMESTER,2015,student asked insightful questions,37,2
450,765,731,SECOND SEMESTER,0,student exhibited disruptive behavior,4,1
451,304,373,SECOND SEMESTER,2006,student arrived late to class,73,2
452,993,333,SUMMER SEMESTER,2017,student demonstrated strong understanding of the material,14,2
453,961,745,SUMMER SEMESTER,2013,student needed extra help with the lesson,18,1
454,703,185,THIRD SEMESTER,2020,student asked insightful questions,20,1
455,586,261,THIRD SEMESTER,2016,student needed extra help with the lesson,66,2
456,897,711,FIRST SEMESTER,2013,student was absent without notice,17,1
457,682,54,WINTER SEMESTER,2003,student needed extra help with the lesson,46,2
458,963,217,SECOND SEMESTER,2012,student participated actively in discussion,16,2
459,153,37,FIRST SEMESTER,2010,student showed improvement in test scores,25,2
460,850,72,SECOND SEMESTER,2004,student was absent without notice,35,1
461,865,925,WINTER SEMESTER,2011,student arrived late to class,71,2
462,457,572,SUMMER SEMESTER,2021,student participated actively in discussion,0,2
463,488,751,THIRD SEMESTER,0,student asked insightful questions,45,2
464,313,515,SECOND SEMESTER,2018,student was absent without notice,57,1
465,523,14,SECOND SEMESTER,2004,student asked insightful questions,88,1
466,540,307,WINTER SEMESTER,2011,student completed assignment on time,89,2
467,687,356,SECOND SEMESTER,2012,student demonstrated strong understanding of the material,99,1
468,830,261,SECOND SEMESTER,2013,student asked insightful questions,85,2
469,767,761,FIRST SEMESTER,2002,student showed improvement in test scores,81,1
470,804,94,SUMMER SEMESTER,2010,student exhibited disruptive behavior,29,1
471,155,663,WINTER SEMESTER,2013,student demonstrated strong understanding of the material,18,1
472,726,244,THIRD SEMESTER,2002,student completed assignment on time,54,2
473,764,420,SECOND SEMESTER,2011,student participated actively in discussion,37,1
474,928,164,WINTER SEMESTER,2011,student exhibited disruptive behavior,70,1
475,329,840,WINTER SEMESTER,2009,student completed assignment on time,1,2
476,132,618,FIRST SEMESTER,2004,student participated actively in discussion,73,2
477,793,841,THIRD SEMESTER,2012,student exhibited disruptive behavior,24,1
478,995,778,THIRD SEMESTER,2020,student showed improvement in test scores,23,2
479,599,401,SUMMER SEMESTER,2009,student participated actively in discussion,88,2
480,230,923,SUMMER SEMESTER,2014,student asked insightful questions,50,1
481,937,822,SUMMER SEMESTER,2018,student demonstrated strong understanding of the material,69,1
482,377,858,FIRST SEMESTER,1999,student was absent without notice,26,1
483,413,8,THIRD SEMESTER,2018,student arrived late to class,54,2
484,472,53,WINTER SEMESTER,2020,student worked well in group projects,54,1
485,228,927,WINTER SEMESTER,2013,student exhibited disruptive behavior,53,1
486,420,901,WINTER SEMESTER,2013,student exhibited disruptive behavior,13,2
487,741,898,THIRD SEMESTER,2009,student participated actively in discussion,48,1
488,528,475,SECOND SEMESTER,2003,student participated actively in discussion,98,2
489,51,565,THIRD SEMESTER,2018,student completed assignment on time,44,2
490,308,567,WINTER SEMESTER,2007,student was absent without notice,89,1
491,206,601,SUMMER SEMESTER,2015,student asked insightful questions,43,2
492,342,223,SUMMER SEMESTER,2000,student arrived late to class,16,2
493,916,96,THIRD SEMESTER,2016,student worked well in group projects,22,2
494,772,50,SUMMER SEMESTER,2008,student needed extra help with the lesson,33,2
495,872,230,FIRST SEMESTER,2008,student completed assignment on time,88,2
496,527,107,SUMMER SEMESTER,0,student demonstrated strong understanding of the material,31,1
497,15,432,WINTER SEMESTER,2012,student completed assignment on time,89,2
498,492,122,FIRST SEMESTER,2013,student completed assignment on time,95,1
499,199,912,FIRST SEMESTER,2009,student completed assignment on time,71,1
500,607,692,WINTER SEMESTER,2010,student worked well in group projects,6,2
501,612,821,SUMMER SEMESTER,2007,student exhibited disruptive behavior,3,2
502,518,656,FIRST SEMESTER,2003,student worked well in group projects,66,2
503,850,23,SUMMER SEMESTER,2007,student worked well in group projects,84,1
504,973,615,WINTER SEMESTER,2020,student asked insightful questions,76,1
505,730,126,THIRD SEMESTER,2009,student showed improvement in test scores,11,2
506,885,804,THIRD SEMESTER,2008,student arrived late to class,80,1
507,41,580,THIRD SEMESTER,2019,student demonstrated strong understanding of the material,49,2
508,613,89,SECOND SEMESTER,2006,student was absent without notice,9,1
509,996,685,SECOND SEMESTER,2020,student demonstrated strong understanding of the material,41,1
510,812,369,THIRD SEMESTER,2006,student showed improvement in test scores,6,1
511,745,313,SUMMER SEMESTER,2007,student participated actively in discussion,83,2
512,218,403,SUMMER SEMESTER,2008,student completed assignment on time,24,2
513,150,345,SECOND SEMESTER,2010,student worked well in group projects,100,1
514,913,873,WINTER SEMESTER,2012,student showed improvement in test scores,45,1
515,360,116,THIRD SEMESTER,2014,student exhibited disruptive behavior,63,1
516,850,729,SECOND SEMESTER,2014,student needed extra help with the lesson,23,2
517,352,151,WINTER SEMESTER,0,student participated actively in discussion,31,2
518,952,674,SECOND SEMESTER,2016,student demonstrated strong understanding of the material,91,1
519,730,437,WINTER SEMESTER,2014,student was absent without notice,8,2
520,220,358,WINTER SEMESTER,2005,student worked well in group projects,44,1
521,767,597,WINTER SEMESTER,2008,student asked insightful questions,51,1
522,906,355,SUMMER SEMESTER,2013,student completed assignment on time,46,2
523,903,114,WINTER SEMESTER,2019,student exhibited disruptive behavior,55,1
524,948,347,FIRST SEMESTER,2018,student was absent without notice,1,1
525,835,910,WINTER SEMESTER,2011,student asked insightful questions,17,1
526,234,288,WINTER SEMESTER,2006,student worked well in group projects,34,2
527,210,148,WINTER SEMESTER,2009,student exhibited disruptive behavior,89,1
528,357,348,SUMMER SEMESTER,2020,student arrived late to class,68,2
529,989,434,THIRD SEMESTER,2020,student needed extra help with the lesson,35,2
530,3,784,FIRST SEMESTER,2013,student was absent without notice,87,2
531,305,629,SUMMER SEMESTER,2015,student asked insightful questions,86,1
532,705,470,THIRD SEMESTER,2016,student showed improvement in test scores,23,1
533,775,963,SUMMER SEMESTER,2017,student arrived late to class,3,2
534,78,331,FIRST SEMESTER,2008,student exhibited disruptive behavior,14,2
535,189,851,SECOND SEMESTER,2015,student worked well in group projects,89,2
536,752,109,SECOND SEMESTER,2016,student completed assignment on time,83,1
537,629,196,THIRD SEMESTER,2016,student completed assignment on time,41,2
538,255,98,SECOND SEMESTER,2020,student asked insightful questions,55,1
539,832,98,THIRD SEMESTER,2011,student showed improvement in test scores,53,1
540,473,741,SECOND SEMESTER,2010,student completed assignment on time,19,1
541,712,786,SUMMER SEMESTER,2016,student exhibited disruptive behavior,19,1
542,941,173,WINTER SEMESTER,2016,student completed assignment on time,43,1
543,340,768,WINTER SEMESTER,2016,student exhibited disruptive behavior,98,1
544,267,76,THIRD SEMESTER,2013,student completed assignment on time,31,1
545,239,788,SUMMER SEMESTER,2018,student participated actively in discussion,32,1
546,277,334,WINTER SEMESTER,2003,student exhibited disruptive behavior,69,2
547,263,902,SECOND SEMESTER,2010,student demonstrated strong understanding of the material,0,2
548,944,104,WINTER SEMESTER,2018,student needed extra help with the lesson,32,2
549,193,721,FIRST SEMESTER,2019,student was absent without notice,50,1
550,280,256,WINTER SEMESTER,2010,student needed extra help with the lesson,10,2
551,103,207,SUMMER SEMESTER,2016,student completed assignment on time,27,1
552,147,671,THIRD SEMESTER,2015,student completed assignment on time,8,1
553,235,489,SECOND SEMESTER,2009,student asked insightful questions,75,2
554,420,248,THIRD SEMESTER,2020,student arrived late to class,0,1
555,836,169,SUMMER SEMESTER,2008,student was absent without notice,3,2
556,402,797,WINTER SEMESTER,2016,student was absent without notice,0,1
557,933,787,THIRD SEMESTER,2011,student worked well in group projects,65,2
558,752,417,SUMMER SEMESTER,2015,student asked insightful questions,86,1
559,935,420,WINTER SEMESTER,2018,student completed assignment on time,0,1
560,353,970,THIRD SEMESTER,2018,student demonstrated strong understanding of the material,10,2
561,880,477,SECOND SEMESTER,2014,student asked insightful questions,77,1
562,285,874,SECOND SEMESTER,2011,student showed improvement in test scores,67,1
563,661,679,FIRST SEMESTER,2015,student needed extra help with the lesson,40,1
564,783,94,FIRST SEMESTER,2013,student arrived late to class,50,2
565,646,284,WINTER SEMESTER,2005,student was absent without notice,46,2
566,161,653,THIRD SEMESTER,2006,student demonstrated strong understanding of the material,98,2
567,17,285,SECOND SEMESTER,2017,student arrived late to class,56,1
568,727,93,FIRST SEMESTER,2016,student needed extra help with the lesson,88,2
569,982,266,WINTER SEMESTER,2015,student worked well in group projects,47,1
570,623,677,FIRST SEMESTER,2016,student showed improvement in test scores,82,2
571,712,355,SECOND SEMESTER,2011,student needed extra help with the lesson,19,2
572,406,766,SUMMER SEMESTER,0,student arrived late to class,88,2
573,454,896,THIRD SEMESTER,2015,student worked well in group projects,98,1
574,20,105,FIRST SEMESTER,2012,student completed assignment on time,77,1
575,251,834,WINTER SEMESTER,2014,student participated actively in discussion,35,2
576,329,479,SECOND SEMESTER,2020,student demonstrated strong understanding of the material,82,1
577,433,731,SUMMER SEMESTER,2015,student showed improvement in test scores,44,2
578,320,481,SUMMER SEMESTER,2004,student needed extra help with the lesson,51,1
579,936,171,THIRD SEMESTER,2004,student demonstrated strong understanding of the material,85,2
580,950,71,THIRD SEMESTER,2006,student needed extra help with the lesson,59,2
581,7,838,WINTER SEMESTER,2009,student arrived late to class,69,2
582,489,641,FIRST SEMESTER,2005,student demonstrated strong understanding of the material,22,2
583,711,949,SUMMER SEMESTER,2014,student completed assignment on time,15,1
584,444,514,SUMMER SEMESTER,2010,student completed assignment on time,71,1
585,785,809,WINTER SEMESTER,2011,student was absent without notice,95,1
586,340,530,THIRD SEMESTER,2020,student demonstrated strong understanding of the material,69,1
587,720,352,THIRD SEMESTER,2018,student needed extra help with the lesson,47,2
588,27,897,SUMMER SEMESTER,2009,student was absent without notice,0,1
589,85,661,FIRST SEMESTER,2021,student participated actively in discussion,34,1
590,829,127,THIRD SEMESTER,2009,student showed improvement in test scores,70,2
591,197,656,WINTER SEMESTER,2018,student participated actively in discussion,32,1
592,286,309,FIRST SEMESTER,2009,student showed improvement in test scores,10,2
593,873,115,WINTER SEMESTER,2016,student participated actively in discussion,36,2
594,165,903,THIRD SEMESTER,2020,student demonstrated strong understanding of the material,86,2
595,925,420,THIRD SEMESTER,2000,student exhibited disruptive behavior,42,2
596,297,785,THIRD SEMESTER,2006,student completed assignment on time,62,1
597,163,232,THIRD SEMESTER,2018,student needed extra help with the lesson,54,2
598,215,96,FIRST SEMESTER,2012,student needed extra help with the lesson,86,1
599,689,685,WINTER SEMESTER,2004,student completed assignment on time,93,2
600,246,275,WINTER SEMESTER,2009,student was absent without notice,70,1
601,85,701,THIRD SEMESTER,1997,student worked well in group projects,59,1
602,115,492,THIRD SEMESTER,2006,student showed improvement in test scores,53,2
603,478,51,SUMMER SEMESTER,2017,student asked insightful questions,41,1
604,81,148,THIRD SEMESTER,2019,student worked well in group projects,23,2
605,638,672,FIRST SEMESTER,2005,student worked well in group projects,91,1
606,788,571,THIRD SEMESTER,2020,student showed improvement in test scores,39,1
607,510,183,FIRST SEMESTER,2009,student needed extra help with the lesson,70,1
608,524,995,WINTER SEMESTER,2010,student needed extra help with the lesson,39,1
609,73,281,WINTER SEMESTER,2006,student demonstrated strong understanding of the material,61,1
610,768,795,FIRST SEMESTER,2006,student needed extra help with the lesson,27,2
611,510,351,SUMMER SEMESTER,2013,student demonstrated strong understanding of the material,37,1
612,331,35,WINTER SEMESTER,2019,student worked well in group projects,25,2
613,646,204,WINTER SEMESTER,2011,student showed improvement in test scores,2,1
614,107,589,SECOND SEMESTER,2013,student needed extra help with the lesson,94,1
615,399,295,FIRST SEMESTER,2021,student participated actively in discussion,9,1
616,923,840,WINTER SEMESTER,2015,student worked well in group projects,58,2
617,915,400,THIRD SEMESTER,2020,student needed extra help with the lesson,42,2
618,305,743,THIRD SEMESTER,2019,student exhibited disruptive behavior,2,1
619,253,726,SUMMER SEMESTER,2010,student asked insightful questions,89,1
620,841,23,SECOND SEMESTER,2008,student needed extra help with the lesson,56,2
621,853,919,SUMMER SEMESTER,2005,student completed assignment on time,22,2
622,724,451,FIRST SEMESTER,2004,student arrived late to class,64,1
623,716,322,SUMMER SEMESTER,2000,student worked well in group projects,59,1
624,992,631,WINTER SEMESTER,2005,student asked insightful questions,77,2
625,892,457,SECOND SEMESTER,2009,student arrived late to class,50,1
626,688,186,SUMMER SEMESTER,2009,student worked well in group projects,12,2
627,548,170,SUMMER SEMESTER,2014,student exhibited disruptive behavior,26,2
628,302,478,SECOND SEMESTER,2015,student arrived late to class,77,2
629,995,244,WINTER SEMESTER,2006,student needed extra help with the lesson,8,1
630,318,149,FIRST SEMESTER,2013,student showed improvement in test scores,43,2
631,235,518,SUMMER SEMESTER,2006,student worked well in group projects,81,2
632,354,114,FIRST SEMESTER,2010,student showed improvement in test scores,85,1
633,302,200,SUMMER SEMESTER,2019,student exhibited disruptive behavior,79,2
634,139,703,SECOND SEMESTER,2014,student participated actively in discussion,15,2
635,104,910,FIRST SEMESTER,2009,student worked well in group projects,99,1
636,224,131,SUMMER SEMESTER,2014,student completed assignment on time,74,1
637,252,418,SECOND SEMESTER,2020,student participated actively in discussion,84,1
638,782,295,WINTER SEMESTER,2013,student demonstrated strong understanding of the material,20,2
639,58,654,WINTER SEMESTER,2006,student completed assignment on time,14,1
640,300,612,THIRD SEMESTER,2011,student arrived late to class,77,2
641,20,235,WINTER SEMESTER,2012,student completed assignment on time,65,1
642,852,384,SECOND SEMESTER,2014,student exhibited disruptive behavior,83,2
643,566,692,WINTER SEMESTER,2014,student asked insightful questions,83,2
644,881,563,SECOND SEMESTER,2011,student showed improvement in test scores,77,1
645,507,979,FIRST SEMESTER,2015,student demonstrated strong understanding of the material,21,1
646,1000,541,WINTER SEMESTER,2018,student worked well in group projects,6,2
647,754,46,THIRD SEMESTER,2008,student exhibited disruptive behavior,60,1
648,179,66,SECOND SEMESTER,2014,student demonstrated strong understanding of the material,86,1
649,798,823,SUMMER SEMESTER,2015,student participated actively in discussion,35,2
650,285,670,FIRST SEMESTER,2012,student participated actively in discussion,11,1
651,513,141,FIRST SEMESTER,2014,student showed improvement in test scores,71,2
652,278,948,FIRST SEMESTER,0,student was absent without notice,75,2
653,165,806,SECOND SEMESTER,2016,student asked insightful questions,83,1
654,34,275,WINTER SEMESTER,2011,student showed improvement in test scores,78,2
655,68,448,THIRD SEMESTER,2004,student showed improvement in test scores,94,1
656,696,551,THIRD SEMESTER,2013,student participated actively in discussion,41,1
657,50,490,WINTER SEMESTER,2008,student demonstrated strong understanding of the material,88,2
658,975,334,WINTER SEMESTER,2016,student asked insightful questions,20,1
659,635,620,FIRST SEMESTER,2012,student showed improvement in test scores,80,1
660,208,161,WINTER SEMESTER,2010,student was absent without notice,51,1
661,708,886,FIRST SEMESTER,2020,student needed extra help with the lesson,66,2
662,927,445,THIRD SEMESTER,2013,student exhibited disruptive behavior,58,2
663,526,631,SECOND SEMESTER,2009,student asked insightful questions,54,2
664,997,943,SUMMER SEMESTER,2007,student completed assignment on time,59,2
665,958,67,SECOND SEMESTER,2004,student demonstrated strong understanding of the material,47,1
666,595,580,SUMMER SEMESTER,2014,student completed assignment on time,90,2
667,27,691,FIRST SEMESTER,2001,student was absent without notice,28,1
668,778,398,SUMMER SEMESTER,2016,student showed improvement in test scores,37,2
669,971,609,WINTER SEMESTER,2017,student worked well in group projects,73,1
670,940,218,FIRST SEMESTER,2011,student asked insightful questions,58,2
671,529,503,FIRST SEMESTER,2018,student arrived late to class,68,1
672,139,230,FIRST SEMESTER,2015,student showed improvement in test scores,16,1
673,486,718,SECOND SEMESTER,2004,student completed assignment on time,42,1
674,334,79,SUMMER SEMESTER,2017,student worked well in group projects,47,1
675,531,596,WINTER SEMESTER,2018,student demonstrated strong understanding of the material,15,2
676,459,726,FIRST SEMESTER,2017,student showed improvement in test scores,74,2
677,663,431,FIRST SEMESTER,1995,student asked insightful questions,44,1
678,888,521,SECOND SEMESTER,2005,student asked insightful questions,66,1
679,652,164,SECOND SEMESTER,2019,student needed extra help with the lesson,18,1
680,625,392,SUMMER SEMESTER,2010,student arrived late to class,39,1
681,223,581,SUMMER SEMESTER,2009,student completed assignment on time,27,1
682,284,696,THIRD SEMESTER,2012,student participated actively in discussion,4,2
683,839,376,THIRD SEMESTER,2014,student needed extra help with the lesson,6,2
684,1000,572,FIRST SEMESTER,2008,student participated actively in discussion,19,2
685,379,593,FIRST SEMESTER,2016,student arrived late to class,35,1
686,226,578,SUMMER SEMESTER,2001,student demonstrated strong understanding of the material,41,1
687,634,777,WINTER SEMESTER,2012,student asked insightful questions,21,1
688,244,374,FIRST SEMESTER,2011,student completed assignment on time,84,2
689,696,102,WINTER SEMESTER,2010,student participated actively in discussion,30,2
690,49,777,THIRD SEMESTER,2015,student arrived late to class,71,1
691,964,21,FIRST SEMESTER,2014,student worked well in group projects,49,2
692,977,77,SECOND SEMESTER,2016,student worked well in group projects,94,1
693,656,361,THIRD SEMESTER,2012,student arrived late to class,17,2
694,170,526,SUMMER SEMESTER,2017,student arrived late to class,9,2
695,77,365,FIRST SEMESTER,2014,student was absent without notice,52,2
696,646,675,SECOND SEMESTER,2009,student participated actively in discussion,28,2
697,958,299,FIRST SEMESTER,2004,student showed improvement in test scores,24,2
698,602,150,SECOND SEMESTER,2008,student showed improvement in test scores,6,1
699,735,175,THIRD SEMESTER,2005,student demonstrated strong understanding of the material,75,1
700,688,339,WINTER SEMESTER,2015,student participated actively in discussion,59,2
701,227,170,FIRST SEMESTER,2005,student was absent without notice,47,2
702,828,444,THIRD SEMESTER,2012,student needed extra help with the lesson,83,2
703,119,405,SUMMER SEMESTER,2018,student arrived late to class,18,1
704,520,992,FIRST SEMESTER,2004,student was absent without notice,83,1
705,987,821,FIRST SEMESTER,2012,student was absent without notice,42,2
706,23,771,SECOND SEMESTER,2004,student asked insightful questions,85,1
707,791,486,SECOND SEMESTER,2007,student asked insightful questions,44,1
708,467,874,WINTER SEMESTER,2014,student demonstrated strong understanding of the material,5,2
709,693,668,FIRST SEMESTER,2014,student exhibited disruptive behavior,79,1
710,189,369,FIRST SEMESTER,2018,student needed extra help with the lesson,29,1
711,754,424,SECOND SEMESTER,2003,student needed extra help with the lesson,68,1
712,490,915,SECOND SEMESTER,2016,student needed extra help with the lesson,19,2
713,577,657,SECOND SEMESTER,2002,student asked insightful questions,7,1
714,145,172,WINTER SEMESTER,2011,student participated actively in discussion,1,1
715,356,348,SECOND SEMESTER,2007,student demonstrated strong understanding of the material,4,1
716,557,205,FIRST SEMESTER,2008,student arrived late to class,46,2
717,180,931,FIRST SEMESTER,2015,student participated actively in discussion,16,1
718,838,447,WINTER SEMESTER,2015,student exhibited disruptive behavior,34,1
719,339,583,SUMMER SEMESTER,2014,student showed improvement in test scores,25,1
720,806,928,FIRST SEMESTER,2014,student was absent without notice,5,2
721,374,910,SUMMER SEMESTER,2020,student worked well in group projects,26,2
722,615,965,SUMMER SEMESTER,2009,student arrived late to class,55,2
723,500,991,THIRD SEMESTER,2017,student showed improvement in test scores,71,2
724,397,218,SECOND SEMESTER,2004,student demonstrated strong understanding of the material,91,1
725,225,357,WINTER SEMESTER,2012,student worked well in group projects,38,1
726,973,358,WINTER SEMESTER,2019,student completed assignment on time,78,1
727,400,823,SECOND SEMESTER,2019,student worked well in group projects,80,1
728,115,408,SUMMER SEMESTER,2018,student participated actively in discussion,46,2
729,67,570,WINTER SEMESTER,2021,student worked well in group projects,34,2
730,510,482,WINTER SEMESTER,2016,student showed improvement in test scores,50,1
731,578,493,SUMMER SEMESTER,2011,student arrived late to class,85,2
732,868,579,SUMMER SEMESTER,2014,student completed assignment on time,32,2
733,659,500,SUMMER SEMESTER,2014,student worked well in group projects,93,2
734,806,512,SECOND SEMESTER,2014,student arrived late to class,62,1
735,225,958,SUMMER SEMESTER,2008,student completed assignment on time,72,2
736,755,764,THIRD SEMESTER,2009,student exhibited disruptive behavior,6,1
737,622,255,WINTER SEMESTER,2016,student demonstrated strong understanding of the material,70,1
738,671,670,THIRD SEMESTER,2018,student needed extra help with the lesson,3,1
739,178,796,SUMMER SEMESTER,2009,student demonstrated strong understanding of the material,82,2
740,244,581,SUMMER SEMESTER,2012,student worked well in group projects,71,2
741,746,174,WINTER SEMESTER,2005,student completed assignment on time,98,1
742,221,731,FIRST SEMESTER,2011,student arrived late to class,85,1
743,291,85,SECOND SEMESTER,2019,student asked insightful questions,45,1
744,936,2,THIRD SEMESTER,2015,student participated actively in discussion,48,1
745,613,134,SECOND SEMESTER,2020,student worked well in group projects,86,2
746,968,269,FIRST SEMESTER,2002,student was absent without notice,7,1
747,860,926,SECOND SEMESTER,2013,student needed extra help with the lesson,39,1
748,513,515,WINTER SEMESTER,2017,student showed improvement in test scores,7,2
749,655,785,THIRD SEMESTER,2011,student worked well in group projects,61,1
750,562,373,WINTER SEMESTER,2002,student arrived late to class,56,2
751,862,990,SECOND SEMESTER,2020,student demonstrated strong understanding of the material,48,1
752,713,927,FIRST SEMESTER,2016,student arrived late to class,65,1
753,503,902,WINTER SEMESTER,2019,student needed extra help with the lesson,43,2
754,740,885,THIRD SEMESTER,2005,student was absent without notice,12,1
755,32,518,SECOND SEMESTER,2014,student participated actively in discussion,72,1
756,174,608,SUMMER SEMESTER,2009,student exhibited disruptive behavior,93,2
757,567,955,SUMMER SEMESTER,2019,student asked insightful questions,40,1
758,79,967,FIRST SEMESTER,0,student worked well in group projects,44,2
759,651,122,SECOND SEMESTER,2015,student was absent without notice,66,1
760,819,780,SUMMER SEMESTER,2017,student demonstrated strong understanding of the material,27,1
761,265,266,SUMMER SEMESTER,2014,student demonstrated strong understanding of the material,78,1
762,294,138,FIRST SEMESTER,2005,student worked well in group projects,53,2
763,964,957,FIRST SEMESTER,2007,student showed improvement in test scores,76,2
764,744,16,FIRST SEMESTER,2009,student showed improvement in test scores,86,2
765,439,783,FIRST SEMESTER,2008,student completed assignment on time,89,2
766,140,547,WINTER SEMESTER,2011,student completed assignment on time,92,1
767,283,845,SUMMER SEMESTER,2011,student asked insightful questions,59,2
768,525,926,SUMMER SEMESTER,2013,student asked insightful questions,67,2
769,538,419,THIRD SEMESTER,2019,student completed assignment on time,75,1
770,53,124,FIRST SEMESTER,2011,student exhibited disruptive behavior,21,2
771,610,714,THIRD SEMESTER,2006,student showed improvement in test scores,29,2
772,947,568,FIRST SEMESTER,2015,student was absent without notice,17,2
773,214,192,WINTER SEMESTER,2007,student exhibited disruptive behavior,8,2
774,451,508,THIRD SEMESTER,2006,student arrived late to class,40,1
775,96,986,SECOND SEMESTER,1998,student exhibited disruptive behavior,39,2
776,898,912,FIRST SEMESTER,2013,student demonstrated strong understanding of the material,77,1
777,769,629,SUMMER SEMESTER,2005,student showed improvement in test scores,78,1
778,12,493,WINTER SEMESTER,2005,student completed assignment on time,11,1
779,187,477,FIRST SEMESTER,2014,student arrived late to class,46,1
780,398,607,SUMMER SEMESTER,2017,student demonstrated strong understanding of the material,71,1
781,25,923,FIRST SEMESTER,2017,student asked insightful questions,12,1
782,820,767,THIRD SEMESTER,2018,student completed assignment on time,88,1
783,889,988,WINTER SEMESTER,2008,student asked insightful questions,77,1
784,514,757,SUMMER SEMESTER,2016,student demonstrated strong understanding of the material,77,2
785,765,865,SECOND SEMESTER,2015,student completed assignment on time,38,2
786,262,278,FIRST SEMESTER,2013,student was absent without notice,76,1
787,306,606,SECOND SEMESTER,2000,student arrived late to class,57,2
788,474,971,SECOND SEMESTER,2009,student demonstrated strong understanding of the material,35,1
789,220,890,FIRST SEMESTER,2020,student was absent without notice,64,2
790,292,303,SUMMER SEMESTER,2007,student worked well in group projects,71,2
791,726,622,THIRD SEMESTER,2003,student completed assignment on time,81,1
792,294,972,SECOND SEMESTER,2007,student needed extra help with the lesson,35,1
793,846,270,THIRD SEMESTER,2011,student worked well in group projects,38,2
794,957,963,THIRD SEMESTER,2015,student demonstrated strong understanding of the material,10,1
795,327,852,SUMMER SEMESTER,2010,student needed extra help with the lesson,5,1
796,335,926,THIRD SEMESTER,2010,student demonstrated strong understanding of the material,82,2
797,165,850,THIRD SEMESTER,2006,student demonstrated strong understanding of the material,85,1
798,964,83,WINTER SEMESTER,2011,student arrived late to class,3,2
799,586,997,FIRST SEMESTER,2020,student exhibited disruptive behavior,47,1
800,124,304,THIRD SEMESTER,2012,student demonstrated strong understanding of the material,0,1
